제조사코드,제조사명,제조사 주소,홈페이지주소,등록일
1930,(주)케이드론,충남 금산군 부리면 창평로 346 ,,2022-12-01 오후 01:13:48
1931,(주)퀵센,"충남 천안시 동남구 단대로119, 209호 ",www.quicksen.co.kr/,2022-12-01 오후 01:13:48
1935,(주)하늘항공,전북 전주시 덕진구 원만성로106(한국탄소융합기술원 신상품개발지원센터 322호) ,,2022-12-01 오후 01:13:48
1936,(주)하이롬,광주 광산구 하남산단3번로 90 ,,2022-12-01 오후 01:13:48
1940,(주)현진기업,전남 장성군 남면 나노산단5로 45 ,,2022-12-01 오후 01:13:48
1941,(주)티와이엠,서울 강남구 언주로133길 7 대용빌딩 2~3층 ,www.tym.co.kr,2022-12-01 오후 01:13:48
1942,(주)티지에스코리아,세종 연동면 내판로 127-11 ,,2022-12-01 오후 01:13:48
1943,(주)푸트로랩,"인천 연수구 갯벌로 58, 3층(3-1,3-2호) ",,2022-12-01 오후 01:13:48
1944,(주)호룡,전북 김제시 만경읍 만경공단 2길 73 ,,2022-12-01 오후 01:13:48
1946,(주)화신정공,대구 대구 달서구 성서서로48길 23 ,,2022-12-01 오후 01:13:48
1948,LG전자(주),서울 영등포구 여의대로 128 ,,2022-12-01 오후 01:13:48
1949,YW농기계,전남 보성군 보성읍 동암1길 221 ,,2022-12-01 오후 01:13:48
1951,기찬보일러(주),"경북 경산시 하양읍 가마실길 50, 303호 ",,2022-12-01 오후 01:13:48
1952,남도,경남 사천시 곤양면 석문길 513 ,,2022-12-01 오후 01:13:48
1953,남도공업사,경남 사천시 축동면 배춘길 100 ,,2022-12-01 오후 01:13:48
1954,남산농기계,경북 경산시 자인면 산양길 19-19 ,,2022-12-01 오후 01:13:49
1955,녹 원,충북 음성군 생극면 오신로 242 ,,2022-12-01 오후 01:13:49
1956,농경마을,대전 유성구 교촌로 12 ,,2022-12-01 오후 01:13:49
1959,대농하이텍,경북 성주군 용암면 사곡2길 20 ,www.dnht.co.kr,2022-12-01 오후 01:13:49
1960,대동기업(주),충남 예산군 예산읍 충서로 889 신진기계상사 ,,2022-12-01 오후 01:13:49
1961,대성그린텍,대구 달성군 옥포면 비슬로387길7 ,,2022-12-01 오후 01:13:49
1962,대성하이원(주),경기 화성시 팔탄면 버들로 1318번길 12-11 ,,2022-12-01 오후 01:13:49
1963,대신테크,대구 달성군 논공읍 노이길365-5 ,,2022-12-01 오후 01:13:49
1964,대원냉동,경북 구미시 산업로 86-1 ,,2022-12-01 오후 01:13:49
1965,데솔(주),"경기 부천시 서촌로44번길 24, 1층 ",,2022-12-01 오후 01:13:49
1967,동영테크,"경북 영천시 천문로 181, 4층 12호 경북테크노파크 ",,2022-12-01 오후 01:13:49
1969,디어하우스,경기 여주시 장여로 1518 ,,2022-12-01 오후 01:13:49
1973,명심볼트산업사,대구 북구 검단공단로21길 42-12 ,,2022-12-01 오후 01:13:49
1974,미라판넬(주),경기 평택시 고덕면 동고3길 18 ,,2022-12-01 오후 01:13:49
1975,바우컴퍼니(주),전북 정읍시 북면 3산단 4길 60 ,,2022-12-01 오후 01:13:49
1976,보금냉열,대구 대구 동구 화랑로108길 10-7 ,,2022-12-01 오후 01:13:49
0334,대풍기계(주),경남 창원시 의창구 대산면 가술산단로 66 ,"대풍농기,kr",2022-12-01 오후 01:13:27
0335,대풍농기,경상북도 경산시 자인면 원효로 156길 81-10 대한산업,deahan.biz/,2022-12-01 오후 01:13:27
0337,(주)대풍종합기계,전남 해남군 옥천면 해강로 45 ,,2022-12-01 오후 01:13:27
0340,대한공조(주),경기도 오산시 독산성로 342,www.idhc.co.kr/,2022-12-01 오후 01:13:27
0341,대한모터스,경기도 이천시 호법면 매곡리 967,daehan.fsk.or.kr/,2022-12-01 오후 01:13:27
0343,대한산업,경상북도 경산시 자인면 원효로 156길 81-10 대한산업 ,deahan.biz/,2022-12-01 오후 01:13:27
0345,(주)대한테크놀로지,전남 함평군 해보면 산내길 466-27 ,,2022-12-01 오후 01:13:27
0347,(주)대현전열,경기 화성시 팔탄면 온천로 16-49 ,,2022-12-01 오후 01:13:27
0349,대호기계,경북 고령군 성산면 성산로 1019-5 ,,2022-12-01 오후 01:13:27
0350,대호(주),충북 옥천군 동이면 금강로 145 ,www.daehov.com,2022-12-01 오후 01:13:27
0351,대화,부산 기장군 기장읍 청강로74번길 54 ,www.pusandh.com,2022-12-01 오후 01:13:27
0352,대화펌프,부산시 기장군 정관면 모전리 562-1,www.daehwa.biz/,2022-12-01 오후 01:13:27
0353,대흥기계공업(주),경상북도 칠곡군 왜관읍 공단로 223,www.dhcrusher.co.kr/,2022-12-01 오후 01:13:27
0355,대흥종합기계,경기도 인양시 동안구 호계동 안양국제유통단지 29동 110동 111호,xn--989az0au9hv50apxobzc.kr/,2022-12-01 오후 01:13:27
0356,대흥하이테크,"대구 달서구 구마로9길 49, 3층 ",,2022-12-01 오후 01:13:27
0358,(주)더원,광주 북구 첨단벤처로 98 ,,2022-12-01 오후 01:13:27
0359,더존건조기,"서울시 강남구 테헤란로 123, 경기도 안산시 단원구 원포공원1로 59, 에이동 114호",https://xn--9m1bn3g8try0h.com/model/list.php?ca_id=009002,2022-12-01 오후 01:13:27
0360,더한기술(주),대전광역시 유성구 테크노2로 23(관평동),thehan.co.kr/?page_id=1246,2022-12-01 오후 01:13:27
0363,덕인환경(주),광주 광산구 금봉로64번길 21,deokeon.com/,2022-12-01 오후 01:13:27
0364,데스코전자,경기 이천시 신둔면 마소로 11번길 178 ,,2022-12-01 오후 01:13:27
0365,도경산업,경기 안성시 죽산면 장원남산1길 46-44 ,,2022-12-01 오후 01:13:27
0366,(주)도부,전북 김제시 순동산단길 179 ,,2022-12-01 오후 01:13:27
0367,도안농기계,충청북도 증평군 증평읍 미암 195-1번지,www.doanfm.co.kr/,2022-12-01 오후 01:13:27
0368,도안농업기계(주),충북 증평군 증평읍 하평로 29 ,www.doanfm.co.kr,2022-12-01 오후 01:13:27
0371,동경기계,경상남도 양산시 산막공단북9길 126 ,https://blog.yeogie.com/gmpass/,2022-12-01 오후 01:13:27
0372,동광보일러(주),서울 구로구 경인로 53길 15 중앙유통단지 A동 701호,dkboiler.co.kr/,2022-12-01 오후 01:13:27
0374,(주)동광이엔지,전남 장성군 진원면 나노산단2로 81 ,,2022-12-01 오후 01:13:27
0375,동광테크,경북 칠곡군 왜관읍 공단로13길 26 ,,2022-12-01 오후 01:13:27
0378,동국기계,부산광역시 강서구 유통단지 1로 97번길 11(서부산 철강단지 129동),https://dongkuk21.modoo.at/,2022-12-01 오후 01:13:27
0379,동국에너지테크(주),경남 산청군 산수로 116-31,www.dkenergy.kr/,2022-12-01 오후 01:13:27
0380,동국정밀(주),대구광역시 달서구 성서공단북로5길 29 (파호동),https://blog.yeogie.com/dongkookp/,2022-12-01 오후 01:13:27
0382,동방테크놀(주),서울시 구로구 디지털로 272 한신 IT타워 417호,www.dbdt.co.kr/,2022-12-01 오후 01:13:27
0383,동부기계,제주 서귀포시 토평공단로 127 ,,2022-12-01 오후 01:13:27
0386,동서그린산업(주),광주광역시 북구 첨단벤처소로37번길 21 ,www.dongseoco.com/intro.php,2022-12-01 오후 01:13:27
0387,(주)동서그린,광주 북구 첨단벤처소로 37번길 21 ,dongseoco.com,2022-12-01 오후 01:13:27
0388,동서기계,"서울 금천구 가산디지털1로 84, 에이스하이앤드타워8차 10층 1008호",www.baierasia.com/home/,2022-12-01 오후 01:13:27
0389,동서디앤씨(주),경북 경산시 진량읍 일연로 653,dongseodnc.theione.kr/,2022-12-01 오후 01:13:27
0390,동서포장기계,서울시 금천구 가산디지털 2로 40호,www.dspacksystem.co.kr/html/main.html,2022-12-01 오후 01:13:27
0391,동성기계,"경기 파주시 교하로 1171-1, 1동 ",,2022-12-01 오후 01:13:27
0392,동성에너지(주),경기 화성시 팔탄면 서해로 987번길 11 ,www.dsboiler.kr/,2022-12-01 오후 01:13:27
0393,(주)동성에코테크,경기 평택시 청북면 한산길 165 ,www.dsteel.co.kr,2022-12-01 오후 01:13:27
0394,동성엔지니어링,경북 경산시 성암로21길 41(,www.dongsungeng.co.kr/include/,2022-12-01 오후 01:13:27
0395,동성정밀,경기도 김포시 대곶면 율마로 181번길 20,www.dong-sung.co.kr/,2022-12-01 오후 01:13:27
0396,동신에너텍(주),울산광역시 남구 용연로195번길 17 (,https://blog.yeogie.com/dongshin1/,2022-12-01 오후 01:13:27
0397,동신전열(주),경기도 화성시 비봉면 양노남길 74-12 ,www.dongsinheater.co.kr/,2022-12-01 오후 01:13:27
0398,동아기업,울산광역시 북구 효문동 816-7번지,www.dongakor.com/,2022-12-01 오후 01:13:27
0399,동아산업,경기도 화성시 장안면 무봉길 213,www.dacity.co.kr/,2022-12-01 오후 01:13:27
0401,동양기계(주),경북 경주시 현곡면 용담로 583-26 ,,2022-12-01 오후 01:13:27
0402,동양기업,경기도 화성시 향남읍 상신로 468-26,dy2014.co.kr/,2022-12-01 오후 01:13:27
0403,(주)동양농기계,충북 청주시 청원구 북이면 장양길 92-39 ,,2022-12-01 오후 01:13:27
0406,(유)동양실업,전남 강진군 강진읍 금릉6길 30 ,,2022-12-01 오후 01:13:27
0407,동양엔지니어링,충청남도 아산시 둔포면 산전길55번길 76,www.dyeng22.net/,2022-12-01 오후 01:13:27
0408,동양종합기계,경북 영천시 화산면 화산공단길 26 ,,2022-12-01 오후 01:13:27
0411,동양파쇄기,대구광역시 북구 호국로 21-25,https://www.dytechtool.com/,2022-12-01 오후 01:13:27
0412,동영산업,대구 달성군 구지면 구지서로 63 ,,2022-12-01 오후 01:13:27
0413,동우ENG,경기도 광주시 새재길 182번길 70 ,www.dw-fuji.co.kr/,2022-12-01 오후 01:13:27
0414,동우산업,부산시 북구 사상로 610-1,www.hanilduct.kr/market/main/product_list.html?category_num=209,2022-12-01 오후 01:13:27
0415,(유)동우솔루션,전북 전주시 덕진구 용신길 26-5 ,,2022-12-01 오후 01:13:27
0416,동우에이스(주),전라북도 군산시 서수면 상장곤윗길 56,www.dongwooace.co.kr/,2022-12-01 오후 01:13:27
0417,동우이엔지,경기도 화성시 마도면 마도로 396,www.dweng21.kr/default/,2022-12-01 오후 01:13:27
0418,동원전기,대구 중구 교동4길 12 ,,2022-12-01 오후 01:13:27
0419,동원테크,대구 서구 팔달로2길 9 ,www.dwec.net,2022-12-01 오후 01:13:27
0420,동은개발진흥(주),서울 종로구 창경궁로 112-7,dongeun2000.com/,2022-12-01 오후 01:13:27
0421,동인공업(주),전북 정읍시 북면3산단 2길 67 ,www.cowloader.co.kr,2022-12-01 오후 01:13:27
0422,(주)동일디엠시,대구 달서구 성서공단북로77길 37 ,,2022-12-01 오후 01:13:27
0423,동일브레이징(주),경남 김해시 진영읍 김해대로 767,dibr.co.kr/,2022-12-01 오후 01:13:27
0424,동일세창기계,경기 안산시 단원구 번영로10번길 45,dongeun2000.com/,2022-12-01 오후 01:13:27
0425,동일정밀,경기도 김포시 통진읍 김포대로 2462번길 21-19 동일정밀공업(주),www.dipind.com/,2022-12-01 오후 01:13:27
0426,(주)동일캔바스엔지니어링,경기 평택시 서탄면 내천길 105-10 ,canvaskorea.com,2022-12-01 오후 01:13:27
0428,(주)동조,서울 종로구 필운대로 108-6 ,www.dongjo.co.kr,2022-12-01 오후 01:13:27
0429,동진기계,광주 남구 이동길 222-19 ,,2022-12-01 오후 01:13:27
0430,동진이앤씨(주),"경상북도 김천시 혁신로 185, 2층 230호",dongjinenc.kr/main/main.html,2022-12-01 오후 01:13:27
1977,볼칸,대구 북구 노원로1길 196-15 ,,2022-12-01 오후 01:13:49
1978,부흥기산(주),대구 북구 팔달북로 86 ,,2022-12-01 오후 01:13:49
1981,새한일,경남 진주시 대신로208번길 16(상대동) ,,2022-12-01 오후 01:13:49
1982,성진산업(주),경기 평택시 서탄면 수월암2길 81 ,,2022-12-01 오후 01:13:49
1983,세원오케이(주),부산 동래구 중앙대로 1277번길 92 ,www.swoke.co.kr,2022-12-01 오후 01:13:49
1984,순돌이드론,"경기 하남시 하남대로 947, C-1202 ",www.sundori.net,2022-12-01 오후 01:13:49
1985,신성히트,경기도 광주시 오포읍 세피내길 82 ,blog.naver.com/sshsys,2022-12-01 오후 01:13:49
1986,신한일종합기계,광주 북구 첨단벤처소로37번길 64 ,,2022-12-01 오후 01:13:49
1987,신형에너지,경북 상주시 함창읍 오동1길 71 ,,2022-12-01 오후 01:13:49
1988,심우스틸(주),경기 평택시 청북읍 백봉길 120 ,,2022-12-01 오후 01:13:49
1989,싱싱기계,경기 화성시 남양읍 신남안길 233-11 ,,2022-12-01 오후 01:13:49
1990,아이제트-포그,경남 김해시 상동면 상동로 197번길 34-20 ,www.foggers.co.kr,2022-12-01 오후 01:13:49
1992,안신하이텍,제주 제주시 조천읍 함대로119-1 ,,2022-12-01 오후 01:13:49
1994,에스엠기계,전남 영암군 덕진면 백운선로 8 ,www.sm70.co.kr,2022-12-01 오후 01:13:49
1995,에이에프아이(주),"경기 화성시 동탄기흥로602, 더퍼스트타워3 504호 ",,2022-12-01 오후 01:13:49
1996,에이치엘테크,경남 김해시 진례면 진례로 371번길 53 ,,2022-12-01 오후 01:13:49
1998,영신건재,경북 영천시 신녕면 동산길2 ,,2022-12-01 오후 01:13:49
2000,디에이치테크(주),충남 천안시 서북구 천안대로 1321-15 ,,2022-12-01 오후 01:13:49
2001,오로라LED(주),"인천 남동구 청능대로 410번길 79, 남동공단 98B 10L ",,2022-12-01 오후 01:13:49
2002,우성이엔지,광주 광산구 상무대로 357 ,,2022-12-01 오후 01:13:49
2004,은진냉동산업,경북 상주시 복룡냉림길 67 ,,2022-12-01 오후 01:13:49
2005,이카루스,경북 고령군 개진면 치산길3 ,,2022-12-01 오후 01:13:49
2006,일진농기계,대구 서구 북비산로 75길 18-15 ,,2022-12-01 오후 01:13:49
2007,재우판넬,대구 달서구 성서서로 157-14 ,,2022-12-01 오후 01:13:49
2010,중원,전남 장성군 황룡면 강변로 484-21 ,,2022-12-01 오후 01:13:49
2013,진일산업,경북 영천시 양호길 5 ,,2022-12-01 오후 01:13:49
2014,코리온농업기계,"전북 정읍시 북면 서부산업도로 747, 2동 ",,2022-12-01 오후 01:13:49
2015,코태치,충북 진천군 초평면 대두길 18-15 ,,2022-12-01 오후 01:13:49
2017,포스트팜,"경기 용인시 기흥구 흥덕중앙로120, 유-타워 b143~145(영덕동) ",,2022-12-01 오후 01:13:49
2018,하나에너텍,전남 담양군 담양읍 에코산단3로 52 ,,2022-12-01 오후 01:13:49
2020,한국코로나(주),경기 시흥시 엠티브이25로 58번길 33 ,,2022-12-01 오후 01:13:49
2022,한창냉동ENG,경북 경산시 하양읍 화성로 147 ,,2022-12-01 오후 01:13:49
2029,(주)세원케이씨에이,경기 평택시 오성면 창신뜰길 10 ,,2022-12-01 오후 01:13:49
2030,포항과수전문기계,경북 포항시 기계면 새마을로 1750 ,,2022-12-01 오후 01:13:49
2034,(주)수도프리미엄엔지니어링,"서울 서초구 반포대로 4길 13, 수도CAC빌딩 3층 ",,2022-12-01 오후 01:13:49
2035,(주)에이스플라즈마,"경기 김포시 양촌읍 황금로 324번길49, 2층 ",,2022-12-01 오후 01:13:49
2036,(주)엘케이마끼다총판,서울 영등포구 선유로 151(LK사옥) ,,2022-12-01 오후 01:13:49
2037,(주)유엔지테크놀러지,인천 남동구 능허대로 577번길 158 ,,2022-12-01 오후 01:13:49
2040,(주)코리아에너시스,"경기 안양시 동안구 벌말로 66, A동 1013호 ",,2022-12-01 오후 01:13:49
2041,(주)한국펌프앤시스템즈,경기 파주시 탄현면 방촌로 955번길 34-89 ,,2022-12-01 오후 01:13:49
2049,대성히트에너시스(주),충북 음성군 삼성면 상곡로 55-72 ,,2022-12-01 오후 01:13:49
2050,디제이아이테크놀로지코리아(유),서울 마포구 어울마당로 140 ,,2022-12-01 오후 01:13:49
2053,한국농업기술지주(주),광주 광주 북구 첨단벤처소로37번길 67-11 ,,2022-12-01 오후 01:13:49
0431,동진정공(주),경상남도 김해시 진영읍 서부로179번길 56,dongjinco.com/?lang=ko,2022-12-01 오후 01:13:27
0432,동진테크,대구 북구 노원로 40길 31 ,,2022-12-01 오후 01:13:27
0434,동한테크(주),전북 익산시 은기길 326-16 ,www.donghantech.com,2022-12-01 오후 01:13:27
0435,동호기전(주),충남 천안시 동남구 동면 화복로 132 ,www.dh8744.com,2022-12-01 오후 01:13:27
0436,동호농기,강원 평창군 용평면 궁항동길 122-6 ,,2022-12-01 오후 01:13:27
0437,동화산업,인천 남동구 남동동로 124번길 25,dhmtech.com/,2022-12-01 오후 01:13:27
0438,동화엔텍(주),부산광역시 강서구 녹산산단 261로 7 (,https://www.dh.co.kr/,2022-12-01 오후 01:13:27
0439,동화정밀(주),서울특별시 금천구 독산동 332-42,https://dhprecision.modoo.at/,2022-12-01 오후 01:13:27
0441,두경산업,전북 남원시 문오로 458-4 ,,2022-12-01 오후 01:13:27
0442,(주)두렁농기계,전남 담양군 용면 통시암길 61 ,,2022-12-01 오후 01:13:27
0443,두레ENG,전남 광양시 옥곡면 신금산단5길 40 (,www.dureco.co.kr/dureco/,2022-12-01 오후 01:13:27
0444,두레농업기계,경남 하동군 하동읍 군청로 210 ,,2022-12-01 오후 01:13:27
0445,두루기계(주),경기 안성시 원곡면 지산길 152 ,www.dooroo21.com/,2022-12-01 오후 01:13:27
0446,두루기계통상,충남 아산시 둔포면 윤보선로336번길 55-15   ,www.dooroo21.com,2022-12-01 오후 01:13:27
0448,두산냉동산업(주),"경기 경기도 용인시 처인구 용문로 30-8, 204동 5호 ",,2022-12-01 오후 01:13:27
0450,두산밥캣코리아(주),"서울 중구 장충단로 275, 두산타워 23층 ",,2022-12-01 오후 01:13:27
0452,두산산업차량인천공장(주),인천 동구 인중로 468,https://www.doosan-iv.com/kr/,2022-12-01 오후 01:13:27
0453,(주)두산산업차량,"서울 중구 장충단로 275, 두산타워빌딩 21층 ",,2022-12-01 오후 01:13:27
0455,두산인프라코어(주),인천 동구 인중로 489 두산인프라코어(주),https://www.hyundai-di.com/kr,2022-12-01 오후 01:13:27
0458,두성농기계(주),경기 광주시 초월읍 용수길 32번길 20-12 ,,2022-12-01 오후 01:13:27
0460,두성사,경남 김해시 진례면 서부로 476번길 100-12 ,,2022-12-01 오후 01:13:27
0462,두성특장차(주),경기도 시흥시 정왕동 2100-2 시화공업단지 3마 516,https://doosungmc.modoo.at/?link=bmesp8os,2022-12-01 오후 01:13:27
0466,두원,대구 달성군 하빈면 하산길 45-17 ,,2022-12-01 오후 01:13:27
0468,드림엔지니어링,서울시 영등포구 영산로 20길 12,dreameng.co.kr/,2022-12-01 오후 01:13:27
0469,드림파워에너지(주),대전광역시 유성구 온구비로8  301호,dreng.net/,2022-12-01 오후 01:13:27
0472,디엔디전자(주),경기 안양시 동안구 관양동 799번지 안양메가벨리 207호,www.naoclean.com/Home/Main,2022-12-01 오후 01:13:27
0473,디엠씨(주),[본 사] 경기도 화성시 장안면 장안로 480-2 [경남지사] 경상남도 양산시 상북면 수서로 92,dmckorea.com/default/index.php,2022-12-01 오후 01:13:27
0474,디원팩(주),경기도 화성시 향남읍 토성로 130-34 (백토리),theonepack.ewebstory.com/,2022-12-01 오후 01:13:27
0476,라온시스템,경기 시흥시 수인로 3465번길 16 라온지식산업센터 ,www.yesraon.com,2022-12-01 오후 01:13:27
0477,(주)라이브맥,"경기 용인시 기흥구 흥덕1로 13, B동 1212호 ",www.livemac.co.kr,2022-12-01 오후 01:13:27
0481,레파엔지니어링(주),경기 광주시 곤지암읍 독고개길 163-14,www.refaeng.co.kr/,2022-12-01 오후 01:13:27
0484,(주)로뎀코리아,강원 철원군 동송읍 북원로 1154 ,www.rodemkorea.kr,2022-12-01 오후 01:13:27
0485,로보드림(주),충북 옥천군 동이면 금강로 145 대호(주) ,,2022-12-01 오후 01:13:27
0486,로봇앤드디자인(주),경기도 용인시 처인구 경안천로 364,www.rnd.re.kr,2022-12-01 오후 01:13:27
0487,(주)로웰에스엠,전남 나주시 동수농공단지길 99-30 ,www.lohwellsm.co.kr,2022-12-01 오후 01:13:27
0489,(주)록원,광주 광산구 장록길38 ,https://www.rokone.net/,2022-12-01 오후 01:13:27
0490,(주)리더스,"부산 북구 효열로 111, 부산지식산업센터 605호 ",,2022-12-01 오후 01:13:27
0493,리텐전동차,경기 김포시 하성면 귀전로 185 ,www.leeten.co.kr,2022-12-01 오후 01:13:27
0494,(주)린도,경북 포항시 북구 흥해읍 해안로 960 ,www.rindo.co.kr,2022-12-01 오후 01:13:27
0499,(주)만조,대구광역시 달서구 월암동 905-20번지,www.manjo.kr,2022-12-01 오후 01:13:27
0501,맵스바이오펠릿(주),전남 화순군 한천면 모산리 234번지,blog.daara.co.kr/pelletman,2022-12-01 오후 01:13:27
0502,(주)멀티바이오,"대구 달서구 성서공단로39길 27, 뉴비젼지식산업센터 207호 ",www.multibio.co.kr/,2022-12-01 오후 01:13:27
0506,메가썬코리아,경기 안성시 고삼면 무사개울말길 56 ,www.megasun.co.kr,2022-12-01 오후 01:13:27
0507,(주)메가텍,경북 칠곡군 가산면 학상1길 159-28 ,mtc119.co.kr/kr/company/index.htm,2022-12-01 오후 01:13:27
0508,메리트엔지니어링,충남 예산군 삽교읍 상성길 67 ,,2022-12-01 오후 01:13:27
0510,메타로보틱스(주),"전북 익산시 함열읍 익산대로78길 13-6, 의료융합테크노빌 202호 ",metarobotics.com,2022-12-01 오후 01:13:27
0512,(주)메트릭시스템,"경기 화성시 팔탄면 버들로 1362번길 15-7, 201호 ",www.metric21.com/main.php?userAgent=PC,2022-12-01 오후 01:13:27
0515,명성종합기계,인천광역시 서부 봉수대로 1512 (금곡동),www.moungsung.co.kr/,2022-12-01 오후 01:13:27
0516,(주)명성,경기 평택시 은실고가길 63-1 ,www.myungsung.co.kr,2022-12-01 오후 01:13:27
0517,명성테크(주),충남 논산시 광석면 사계로333번길 12 ,www.myongsung.co.kr,2022-12-01 오후 01:13:27
0519,(주)명성프라콘,경기 포천시 호국로 1315번길42(어룡동) ,www.msgroup-agro.co.kr/,2022-12-01 오후 01:13:27
0521,명일기공,전북 김제시 복죽로 555 ,blog.naver.com/mi7980s,2022-12-01 오후 01:13:27
0522,(주)명진냉동기부속상사,충남 천안시 동남구 구성10길 6 ,,2022-12-01 오후 01:13:27
0523,명진아그리택,서울 중랑구 용마산로 122길 2 ,,2022-12-01 오후 01:13:27
0524,명진환경기계,충남 당진시 용연로 295 ,,2022-12-01 오후 01:13:27
0527,모두에너지,경기 평택시 청북읍 청원로 191-17 (토진리 199-1) ,modooe.co.kr/bin/minihome/neo_main758.htm?seq=8984,2022-12-01 오후 01:13:27
0529,(주)모지스,경기 부천시 오정로 27-11 ,,2022-12-01 오후 01:13:27
0530,목민기업,"경기 수원시 영통구 봉영로 1617 (영통동, 훼미리타워) 1419호",www.mokmin21.co.kr,2022-12-01 오후 01:13:27
0532,무경(주),울산광역시 남구 신정로  52 (달동 627-4),mukyung.co.kr/home/business.php?inc=business_01,2022-12-01 오후 01:13:27
0533,(주)무성항공,경기 평택시 신평로 236-1 ,,2022-12-01 오후 01:13:27
0535,무한테크,대구 달서구 성서공단북로 156 백산빌딩 102호,https://www.xn--v92b210bgta89j.kr/,2022-12-01 오후 01:13:27
0536,문성플라스틱,대전 동구 대전로 635 ,,2022-12-01 오후 01:13:27
0538,미가무역,전북 남원시 주천면 송치리 155-1(전북 남원시 주천명 송치길),https://cafe.daum.net/meegatrading,2022-12-01 오후 01:13:27
0541,(주)미듬,경기 여주시 가남읍 자유그린길 24-6 / 서울사무소: 서울특별시 성동구 천호대로 388(용답동),https://www.felcokorea.com/,2022-12-01 오후 01:13:27
0543,미래기술연구소(주),"경기 용인시 기흥구 고매로43번길 47-1 (공세동, 원당산업공장) (주) 미래기술연구소",ftrc.co.kr,2022-12-01 오후 01:13:27
0544,미래냉열산업,경기 화성시 팔탄면 노하리 557-8 ,,2022-12-01 오후 01:13:27
0546,미래멀티텍(주),경남 김해시 상동면 상동로 263-89,,2022-12-01 오후 01:13:27
0547,미래발효산업,부산 강서구 대저로221번다길 3 ,,2022-12-01 오후 01:13:27
0548,미래선별기,충남 예산군 신암면 종경길 75 ,,2022-12-01 오후 01:13:27
0549,신미래에너지(주),경기도 의정부시 민락동 809폴리프라자3차 601호,https://energy.allbrand.co.kr/,2022-12-01 오후 01:13:27
0550,(주)미래에스티,경남 김해시 상동면 상동로 263-89 ,,2022-12-01 오후 01:13:27
0555,미래텍,대구 달성군 옥포읍 비슬로457길 13 ,,2022-12-01 오후 01:13:27
0558,미성아그로,경북 구미시 황상동 52 바동 ,,2022-12-01 오후 01:13:27
0563,(주)바람개비,경북 칠곡군 동명면 경북대로 873 ,www.barame.kr,2022-12-01 오후 01:13:27
0565,바우company(주),전라북도 정읍시 북면 3산단 4길 60,bawoocompany.co.kr/,2022-12-01 오후 01:13:27
0566,바이오리쏘스(주),경상남도 순천시 주암면 궁각리 484-3,bioreso.kr.ec21.com/,2022-12-01 오후 01:13:27
0567,바이오멕스,경기 하남시 신평로 168번길 45 ,www.biomex.co.kr,2022-12-01 오후 01:13:27
0569,반석산업,전북 고창군 고수면 고수농공단지길 58 ,,2022-12-01 오후 01:13:27
0571,발산공업,전북 군산시 서수면 상장곤윗길 90 ,balsanv.co.kr/,2022-12-01 오후 01:13:27
0574,백암물산,경북 김천시 개령면 김선로 315 ,,2022-12-01 오후 01:13:27
0576,백학플라우,경기 연천군 백학면 두백로 18 ,,2022-12-01 오후 01:13:27
0579,(주)범양,대구 달성군 논공읍 비슬로262길 35-21 ,www.bypt.kr,2022-12-01 오후 01:13:27
0580,(주)범한,전남 나주시 동수농공단지길 108 ,www.bomhan.co.kr,2022-12-01 오후 01:13:27
0583,(주)벡터전자,경남 창녕군 창녕읍 창녕대로 138 ,www.tigervolt.com,2022-12-01 오후 01:13:27
0587,병주농자재,경북 경산시 진량읍 문천길 161-10 ,www.tapebinder.com,2022-12-01 오후 01:13:27
0588,보국모터,경북 성주군 선남면 명관로 446-21 ,bokukmotor.com/,2022-12-01 오후 01:13:27
0589,보농 주식회사,전북 익산시 평동로 386-126 ,,2022-12-01 오후 01:13:27
0592,보성산업,대구광역시 달성군하빈면 하빈로 80길 8,www.bosung-freeze.com/,2022-12-01 오후 01:13:27
0594,보영엔지니어링,경북 칠곡군 지천면 금호로1길 88 ,dj0024.bizdaara.com/,2022-12-01 오후 01:13:27
0595,보은기계,경기도 포천시 내촌면 내진로 300  (진목리 350-14),boeunmd.co.kr/,2022-12-01 오후 01:13:27
0597,보일공업(주),경기도 화성시 양감면 줄터길 88,www.bo-il.co.kr/bbs/board.php?bo_table=b1,2022-12-01 오후 01:13:27
0599,(주)보트텍,전북 익산시 함열읍 정동길 79 ,,2022-12-01 오후 01:13:27
0601,보행전기난방기,경남 함안군 산인면 송정2길 5-85 ,,2022-12-01 오후 01:13:27
0603,볼보그룹코리아(주)건설기계(서울),전북 군산시 미성로 475,https://www.volvoce.com/south-korea/ko-kr/,2022-12-01 오후 01:13:27
0606,부건교역,광주 광산구 동곡신기길 3 ,,2022-12-01 오후 01:13:27
0615,(주)부성시스템,부산 사상구 낙동대로 1530번길 39(삼락동) ,busungsystem.com/,2022-12-01 오후 01:13:27
0617,(주)부성,인천 남동구 남동대로 155번길 80 ,www.busungrh.com/,2022-12-01 오후 01:13:27
0618,부성특수모타사,"대구 북구 유통단지로 16, 7동 1호 ",,2022-12-01 오후 01:13:27
0619,(주)부성하이테크,제주 제주시 조천읍 대와상길111 ,,2022-12-01 오후 01:13:27
